,Light ID,%ICAO,I,H,V,C,S
1546,28,194.82,10064.17,-8.42,8.70,R,✓
1547,28,194.82,9984.58,-2.89,7.80,R,✓
1548,28,194.82,10043.35,2.84,7.24,R,✓
1549,28,194.82,9990.31,8.31,7.82,R,✓
1550,28,194.82,7600.33,14.59,8.75,R,✓
1551,28,194.82,2960.93,19.43,7.29,R,✓
1552,28,194.82,1505.01,-16.27,10.06,R,✓
1553,28,194.82,3030.72,-12.44,9.16,R,✓
1554,28,194.82,7587.11,-7.18,9.63,R,✓
1555,28,194.82,7586.01,-1.66,9.06,R,✓
1556,28,194.82,7519.17,2.43,9.15,R,✓
1557,28,194.82,7563.61,9.31,9.63,R,✓
1558,28,194.82,3059.10,14.17,8.55,R,✓
1559,28,194.82,1498.82,19.33,9.83,R,✓
1560,28,194.82,347.00,-19.12,12.08,R,✓
1561,28,194.82,1606.36,-12.56,11.61,R,✓
1562,28,194.82,3108.83,-7.44,11.57,R,✓
1563,28,194.82,6024.97,-2.56,11.54,R,✓
1564,28,194.82,6035.00,3.21,10.35,R,✓
1565,28,194.82,3024.16,6.97,11.90,R,✓
1566,28,194.82,1528.74,13.63,10.52,R,✓
1567,28,194.82,235.73,17.25,11.57,R,✓
1568,29,169.13,226.11,-17.48,0.71,G,✓
1569,29,169.13,1560.73,-11.79,0.52,G,✓
1570,29,169.13,2984.85,-6.54,0.99,G,✓
1571,29,169.13,5957.68,-1.17,0.52,G,✓
1572,29,169.13,6011.27,2.70,1.19,G,✓
1573,29,169.13,3076.58,8.96,1.52,G,✓
1574,29,169.13,1475.83,14.32,1.46,G,✓
1575,29,169.13,318.99,18.34,1.64,G,✓
1576,29,169.13,1440.87,-19.07,1.99,G,✓
1577,29,169.13,3033.33,-12.38,1.59,G,✓
1578,29,169.13,7561.16,-7.23,1.77,G,✓
1579,29,169.13,7556.90,-3.08,2.53,G,✓
1580,29,169.13,7482.50,3.96,1.95,G,✓
1581,29,169.13,7477.03,8.33,2.09,G,✓
1582,29,169.13,3099.46,14.24,1.79,G,✓
1583,29,169.13,1558.58,18.09,2.28,G,✓
1584,29,169.13,3069.65,-18.04,2.53,G,✓
1585,29,169.13,7516.93,-13.89,3.71,G,✓
1586,29,169.13,10082.87,-7.53,3.50,G,✓
1587,29,169.13,9996.10,-3.48,3.33,G,✓
1588,29,169.13,9946.11,3.60,3.90,G,✓
1589,29,169.13,9951.46,7.85,2.52,G,✓
1590,29,169.13,7514.59,13.64,3.87,G,✓
1591,29,169.13,2942.04,18.90,3.80,G,✓
1592,29,169.13,6102.92,-18.15,4.60,G,✓
1593,29,169.13,7572.34,-13.29,5.91,G,✓
1594,29,169.13,10061.87,-7.77,4.73,G,✓
1595,29,169.13,12113.98,-1.49,5.21,G,✓
1596,29,169.13,11977.15,3.32,5.19,G,✓
1597,29,169.13,10134.30,9.70,4.77,G,✓
1598,29,169.13,7497.59,15.05,5.03,G,✓
1599,29,169.13,5906.66,19.17,4.92,G,✓
1600,29,169.13,2978.52,-17.07,7.47,G,✓
1601,29,169.13,7608.51,-12.13,7.44,G,✓
1602,29,169.13,10042.57,-7.84,7.61,G,✓
1603,29,169.13,9983.10,-1.66,7.32,G,✓
1604,29,169.13,10084.60,3.70,8.57,G,✓
1605,29,169.13,9966.50,8.93,8.72,G,✓
1606,29,169.13,7597.03,13.21,8.27,G,✓
1607,29,169.13,2993.80,17.76,8.49,G,✓
1608,29,169.13,1492.85,-16.29,9.03,G,✓
1609,29,169.13,3046.40,-13.16,9.76,G,✓
1610,29,169.13,7575.22,-6.32,9.37,G,✓
1611,29,169.13,7575.93,-1.94,9.04,G,✓
1612,29,169.13,7529.36,3.85,8.50,G,✓
1613,29,169.13,7578.24,8.54,9.59,G,✓
1614,29,169.13,3079.65,12.92,9.19,G,✓
1615,29,169.13,1475.05,18.38,9.71,G,✓
1616,29,169.13,335.60,-18.23,12.08,G,✓
1617,29,169.13,1572.23,-12.88,11.36,G,✓
1618,29,169.13,3073.88,-8.24,11.83,G,✓
1619,29,169.13,5994.51,-2.69,12.09,G,✓
1620,29,169.13,6066.60,1.59,11.27,G,✓
1621,29,169.13,3005.58,6.64,12.16,G,✓
1622,29,169.13,1568.45,13.01,11.22,G,✓
1623,29,169.13,224.76,18.03,11.75,G,✓
1624,30,101.72,243.79,-18.35,-0.04,G,✓
1625,30,101.72,1553.07,-12.26,1.05,G,✓
1626,30,101.72,3001.99,-7.63,0.06,G,✓
1627,30,101.72,5946.20,-1.29,0.50,G,✓
1628,30,101.72,6030.61,4.32,-0.16,G,✓
1629,30,101.72,3096.67,8.74,0.53,G,✓
1630,30,101.72,1507.56,14.52,0.72,G,✓
1631,30,101.72,341.89,19.21,0.59,G,✓
1632,30,101.72,1462.12,-19.08,2.44,G,✓
1633,30,101.72,3035.22,-12.69,1.80,G,✓
1634,30,101.72,7583.05,-8.28,2.08,G,✓
1635,30,101.72,7578.56,-2.90,0.71,G,✓
1636,30,101.72,7455.87,2.16,1.62,G,✓
1637,30,101.72,7484.76,9.12,1.39,G,✓
1638,30,101.72,3102.87,14.56,2.50,G,✓
1639,30,101.72,1541.65,18.03,1.03,G,✓
1640,30,101.72,3073.93,-17.51,4.00,G,✓
1641,30,101.72,7513.03,-13.98,3.53,G,✓
1642,30,101.72,10081.03,-7.26,2.64,G,✓
1643,30,101.72,9973.34,-3.29,3.59,G,✓
1644,30,101.72,9972.18,3.57,4.15,G,✓
1645,30,101.72,9924.79,7.25,2.66,G,✓
1646,30,101.72,7525.51,13.34,3.28,G,✓
1647,30,101.72,2923.45,18.04,3.32,G,✓
1648,30,101.72,6116.44,-16.92,5.73,G,✓
1649,30,101.72,7575.40,-13.20,6.07,G,✓
1650,30,101.72,10078.11,-7.85,6.21,G,✓
1651,30,101.72,12096.33,-2.73,5.15,G,✓
1652,30,101.72,12014.11,2.84,5.30,G,✓
1653,30,101.72,10101.29,9.54,5.88,G,✓
1654,30,101.72,7486.20,13.93,4.49,G,✓
1655,30,101.72,5909.75,20.01,5.80,G,✓
1656,30,101.72,2986.35,-18.02,7.53,G,✓
1657,30,101.72,7587.77,-12.54,8.50,G,✓
1658,30,101.72,10028.32,-7.34,8.70,G,✓
1659,30,101.72,9951.12,-2.99,7.16,G,✓
1660,30,101.72,10066.37,2.93,7.82,G,✓
1661,30,101.72,9953.24,8.36,7.61,G,✓
1662,30,101.72,7563.60,14.52,8.06,G,✓
1663,30,101.72,2971.84,18.61,8.09,G,✓
1664,30,101.72,1470.92,-16.64,8.34,G,✓
1665,30,101.72,3043.05,-12.64,9.01,G,✓
1666,30,101.72,7594.03,-6.37,8.59,G,✓
1667,30,101.72,7585.58,-1.61,9.83,G,✓
1668,30,101.72,7529.99,2.53,8.16,G,✓
1669,30,101.72,7581.79,9.31,9.04,G,✓
1670,30,101.72,3056.85,14.35,9.90,G,✓
1671,30,101.72,1515.24,17.63,8.38,G,✓
1672,30,101.72,345.87,-18.67,11.33,G,✓
1673,30,101.72,1572.36,-13.70,10.57,G,✓
1674,30,101.72,3116.95,-7.82,11.17,G,✓
1675,30,101.72,6020.04,-3.20,10.83,G,✓
1676,30,101.72,6073.07,3.19,10.82,G,✓
1677,30,101.72,2982.26,8.06,11.69,G,✓
1678,30,101.72,1544.11,12.75,10.64,G,✓
1679,30,101.72,254.29,18.11,11.97,G,✓
1680,31,169.59,265.93,-16.94,0.24,Y,✗
1681,31,169.59,1527.70,-13.22,0.03,Y,✗
1682,31,169.59,2983.42,-8.15,0.51,Y,✗
1683,31,169.59,5923.81,-1.92,-0.10,Y,✗
1684,31,169.59,6019.32,4.21,0.98,Y,✗
1685,31,169.59,3105.18,8.98,0.75,Y,✗
1686,31,169.59,1490.75,13.27,1.44,Y,✗
1687,31,169.59,307.64,19.91,1.12,Y,✗
1688,31,169.59,1434.39,-17.63,2.62,Y,✗
1689,31,169.59,3063.14,-13.08,2.51,Y,✗
1690,31,169.59,7556.62,-8.13,2.26,Y,✗
1691,31,169.59,7592.61,-3.10,1.43,Y,✗
1692,31,169.59,7447.53,3.58,1.60,Y,✗
1693,31,169.59,7447.38,8.38,2.53,Y,✗
1694,31,169.59,3109.03,13.56,2.34,Y,✗
1695,31,169.59,1572.68,19.44,2.00,Y,✗
1696,31,169.59,3070.39,-19.05,2.46,Y,✗
1697,31,169.59,7508.84,-13.71,3.55,Y,✗
1698,31,169.59,10056.62,-8.12,3.99,Y,✗
1699,31,169.59,9969.64,-3.54,2.73,Y,✗
1700,31,169.59,9972.13,1.67,3.26,Y,✗
1701,31,169.59,9932.77,7.95,3.00,Y,✗
1702,31,169.59,7543.02,13.53,3.87,Y,✗
1703,31,169.59,2916.87,18.32,2.33,Y,✗
1704,31,169.59,6129.12,-17.47,5.68,Y,✗
1705,31,169.59,7563.30,-12.18,4.77,Y,✗
1706,31,169.59,10055.34,-6.78,4.50,Y,✗
1707,31,169.59,12091.94,-2.70,4.60,Y,✗
1708,31,169.59,11972.28,4.39,4.88,Y,✗
1709,31,169.59,10105.11,9.50,5.59,Y,✗
1710,31,169.59,7484.60,14.70,4.58,Y,✗
1711,31,169.59,5943.45,18.78,5.62,Y,✗
1712,31,169.59,2959.96,-17.48,7.82,Y,✗
1713,31,169.59,7587.98,-12.23,7.62,Y,✗
1714,31,169.59,10074.80,-8.51,8.38,Y,✗
1715,31,169.59,9955.90,-1.86,7.61,Y,✗
1716,31,169.59,10075.45,3.10,8.97,Y,✗
1717,31,169.59,9951.46,7.74,8.29,Y,✗
1718,31,169.59,7576.95,13.84,7.73,Y,✗
1719,31,169.59,2975.62,18.52,7.34,Y,✗
1720,31,169.59,1498.39,-17.13,8.44,Y,✗
1721,31,169.59,3038.40,-12.39,10.02,Y,✗
1722,31,169.59,7585.93,-6.64,9.18,Y,✗
1723,31,169.59,7556.98,-1.44,9.26,Y,✗
1724,31,169.59,7523.07,3.10,9.03,Y,✗
1725,31,169.59,7602.34,8.28,9.78,Y,✗
1726,31,169.59,3075.48,13.10,8.98,Y,✗
1727,31,169.59,1521.19,18.92,9.74,Y,✗
1728,31,169.59,327.29,-17.74,10.90,Y,✗
1729,31,169.59,1601.08,-14.18,10.43,Y,✗
1730,31,169.59,3100.99,-7.34,11.70,Y,✗
1731,31,169.59,5989.62,-2.89,10.84,Y,✗
1732,31,169.59,6055.86,2.73,11.19,Y,✗
1733,31,169.59,3023.56,7.25,11.85,Y,✗
1734,31,169.59,1527.83,11.73,10.33,Y,✗
1735,31,169.59,256.78,17.79,10.30,Y,✗
1736,32,197.99,267.93,-17.93,0.55,Y,✓
1737,32,197.99,1555.21,-12.76,0.47,Y,✓
1738,32,197.99,2977.17,-8.24,-0.11,Y,✓
1739,32,197.99,5962.43,-1.33,0.21,Y,✓
1740,32,197.99,6017.03,2.73,1.28,Y,✓
1741,32,197.99,3102.53,9.52,1.75,Y,✓
1742,32,197.99,1484.17,14.95,0.39,Y,✓
1743,32,197.99,318.25,19.95,-0.02,Y,✓
1744,32,197.99,1458.90,-18.24,1.90,Y,✓
1745,32,197.99,3047.96,-13.93,1.83,Y,✓
1746,32,197.99,7599.00,-7.69,2.59,Y,✓
1747,32,197.99,7591.59,-2.53,1.79,Y,✓
1748,32,197.99,7481.27,3.11,1.20,Y,✓
1749,32,197.99,7457.76,7.83,1.55,Y,✓
1750,32,197.99,3113.13,14.25,1.50,Y,✓
1751,32,197.99,1548.49,18.93,1.18,Y,✓
1752,32,197.99,3117.07,-18.79,2.29,Y,✓
1753,32,197.99,7511.39,-13.80,3.54,Y,✓
1754,32,197.99,10076.79,-8.88,2.91,Y,✓
1755,32,197.99,10012.58,-2.84,3.09,Y,✓
1756,32,197.99,9984.29,1.97,2.53,Y,✓
1757,32,197.99,9931.12,7.69,3.48,Y,✓
1758,32,197.99,7499.92,13.77,2.50,Y,✓
1759,32,197.99,2922.36,18.00,2.47,Y,✓
1760,32,197.99,6085.88,-17.08,5.93,Y,✓
1761,32,197.99,7599.07,-12.53,6.29,Y,✓
1762,32,197.99,10078.50,-7.63,4.56,Y,✓
1763,32,197.99,12114.37,-2.61,5.21,Y,✓
1764,32,197.99,11971.38,3.94,5.09,Y,✓
1765,32,197.99,10127.24,8.18,4.95,Y,✓
1766,32,197.99,7484.65,13.43,5.66,Y,✓
1767,32,197.99,5906.49,19.65,5.21,Y,✓
1768,32,197.99,2977.09,-16.99,7.80,Y,✓
1769,32,197.99,7595.77,-12.89,7.88,Y,✓
1770,32,197.99,10032.94,-6.92,8.15,Y,✓
1771,32,197.99,9990.18,-2.18,8.11,Y,✓
1772,32,197.99,10067.44,2.93,8.33,Y,✓
1773,32,197.99,9963.61,7.63,7.35,Y,✓
1774,32,197.99,7586.78,14.18,7.13,Y,✓
1775,32,197.99,2993.90,19.38,7.61,Y,✓
1776,32,197.99,1473.98,-16.66,9.88,Y,✓
1777,32,197.99,3029.98,-11.54,8.63,Y,✓
1778,32,197.99,7610.91,-7.56,9.83,Y,✓
1779,32,197.99,7563.19,-2.79,9.85,Y,✓
1780,32,197.99,7543.96,2.63,8.63,Y,✓
1781,32,197.99,7579.83,8.64,9.10,Y,✓
1782,32,197.99,3073.75,13.46,8.13,Y,✓
1783,32,197.99,1475.57,17.86,8.15,Y,✓
1784,32,197.99,337.17,-19.32,10.49,Y,✓
1785,32,197.99,1599.27,-14.14,11.30,Y,✓
1786,32,197.99,3091.73,-9.24,10.57,Y,✓
1787,32,197.99,6028.47,-2.88,12.10,Y,✓
1788,32,197.99,6054.05,2.97,11.98,Y,✓
1789,32,197.99,3021.75,7.34,10.37,Y,✓
1790,32,197.99,1565.10,13.31,11.00,Y,✓
1791,32,197.99,224.55,17.63,11.90,Y,✓
1792,33,130.30,245.68,-18.00,0.16,G,✓
1793,33,130.30,1536.06,-13.04,0.66,G,✓
1794,33,130.30,2987.98,-8.29,-0.08,G,✓
1795,33,130.30,5946.38,-1.12,0.56,G,✓
1796,33,130.30,6040.02,2.96,1.45,G,✓
1797,33,130.30,3115.02,8.01,0.03,G,✓
1798,33,130.30,1489.43,14.65,0.39,G,✓
1799,33,130.30,329.96,18.15,0.13,G,✓
1800,33,130.30,1480.31,-18.86,2.41,G,✓
1801,33,130.30,3074.28,-12.68,1.79,G,✓
1802,33,130.30,7579.70,-7.65,1.85,G,✓
1803,33,130.30,7584.19,-2.57,2.32,G,✓
1804,33,130.30,7471.16,2.16,2.59,G,✓
1805,33,130.30,7490.34,7.68,0.67,G,✓
1806,33,130.30,3113.93,13.66,1.58,G,✓
1807,33,130.30,1548.67,18.56,1.23,G,✓
1808,33,130.30,3070.25,-18.34,3.94,G,✓
1809,33,130.30,7524.42,-13.07,3.81,G,✓
1810,33,130.30,10094.51,-8.43,3.20,G,✓
1811,33,130.30,10000.23,-3.07,2.30,G,✓
1812,33,130.30,9943.52,3.47,3.18,G,✓
1813,33,130.30,9948.58,8.81,3.69,G,✓
1814,33,130.30,7545.28,13.10,3.82,G,✓
1815,33,130.30,2956.96,18.71,3.17,G,✓
1816,33,130.30,6097.17,-17.42,5.46,G,✓
1817,33,130.30,7600.75,-12.33,5.66,G,✓
1818,33,130.30,10065.94,-8.23,5.13,G,✓
1819,33,130.30,12073.88,-2.74,5.52,G,✓
1820,33,130.30,12011.76,4.31,5.09,G,✓
1821,33,130.30,10089.66,9.26,5.11,G,✓
1822,33,130.30,7499.18,14.11,4.52,G,✓
1823,33,130.30,5930.04,19.25,5.96,G,✓
1824,33,130.30,2983.11,-18.36,8.74,G,✓
1825,33,130.30,7586.29,-12.47,8.79,G,✓
1826,33,130.30,10033.14,-7.94,8.59,G,✓
1827,33,130.30,9956.83,-2.63,8.59,G,✓
1828,33,130.30,10037.64,3.09,8.12,G,✓
1829,33,130.30,9957.95,7.83,8.80,G,✓
1830,33,130.30,7593.80,12.84,8.33,G,✓
1831,33,130.30,2956.77,18.05,7.76,G,✓
1832,33,130.30,1488.74,-16.12,9.24,G,✓
1833,33,130.30,3048.74,-11.34,8.71,G,✓
1834,33,130.30,7598.83,-7.95,9.23,G,✓
1835,33,130.30,7558.06,-2.03,9.16,G,✓
1836,33,130.30,7542.03,3.70,9.99,G,✓
1837,33,130.30,7596.25,7.77,9.69,G,✓
1838,33,130.30,3053.78,14.26,9.73,G,✓
1839,33,130.30,1488.20,18.28,9.67,G,✓
1840,33,130.30,343.74,-17.36,11.75,G,✓
1841,33,130.30,1606.77,-12.78,10.98,G,✓
1842,33,130.30,3094.22,-7.67,11.60,G,✓
1843,33,130.30,6027.39,-3.48,11.24,G,✓
1844,33,130.30,6034.53,1.51,11.98,G,✓
1845,33,130.30,2999.25,7.24,10.73,G,✓
1846,33,130.30,1527.49,13.29,10.58,G,✓
1847,33,130.30,255.65,17.67,11.18,G,✓
1848,34,199.42,271.97,-18.22,0.11,Y,✓
1849,34,199.42,1547.60,-13.44,1.13,Y,✓
1850,34,199.42,2977.82,-7.84,1.13,Y,✓
1851,34,199.42,5946.06,-2.74,1.59,Y,✓
1852,34,199.42,6004.09,2.68,1.69,Y,✓
1853,34,199.42,3086.17,9.71,0.52,Y,✓
1854,34,199.42,1497.10,14.08,-0.12,Y,✓
1855,34,199.42,319.79,19.78,1.51,Y,✓
1856,34,199.42,1468.07,-18.95,1.03,Y,✓
1857,34,199.42,3042.98,-13.99,2.24,Y,✓
1858,34,199.42,7598.38,-6.77,2.03,Y,✓
1859,34,199.42,7570.31,-2.27,1.01,Y,✓
1860,34,199.42,7447.32,2.63,1.88,Y,✓
1861,34,199.42,7446.30,8.38,1.11,Y,✓
1862,34,199.42,3126.83,13.12,1.72,Y,✓
1863,34,199.42,1571.41,17.89,1.10,Y,✓
1864,34,199.42,3112.79,-17.93,3.21,Y,✓
1865,34,199.42,7535.08,-12.53,3.92,Y,✓
1866,34,199.42,10072.23,-7.21,2.85,Y,✓
1867,34,199.42,9993.26,-2.03,2.57,Y,✓
1868,34,199.42,9952.47,2.22,4.00,Y,✓
1869,34,199.42,9961.82,7.23,4.16,Y,✓
1870,34,199.42,7539.95,13.40,3.94,Y,✓
1871,34,199.42,2930.46,18.17,3.02,Y,✓
1872,34,199.42,6097.86,-18.48,4.84,Y,✓
1873,34,199.42,7591.94,-12.77,5.28,Y,✓
1874,34,199.42,10060.99,-7.26,6.32,Y,✓
1875,34,199.42,12115.43,-2.09,4.81,Y,✓
1876,34,199.42,11987.07,3.81,6.32,Y,✓
1877,34,199.42,10104.99,8.86,5.32,Y,✓
1878,34,199.42,7476.07,13.85,5.09,Y,✓
1879,34,199.42,5910.82,19.98,5.91,Y,✓
1880,34,199.42,2996.93,-17.78,8.66,Y,✓
1881,34,199.42,7595.89,-12.42,8.61,Y,✓
1882,34,199.42,10058.67,-7.11,7.11,Y,✓
1883,34,199.42,9985.54,-2.63,8.98,Y,✓
1884,34,199.42,10038.53,2.22,8.11,Y,✓
1885,34,199.42,9963.58,7.95,7.56,Y,✓
1886,34,199.42,7598.04,12.86,7.57,Y,✓
1887,34,199.42,2993.89,17.95,8.82,Y,✓
1888,34,199.42,1499.40,-17.09,9.52,Y,✓
1889,34,199.42,3064.26,-11.54,10.06,Y,✓
1890,34,199.42,7577.19,-6.75,9.02,Y,✓
1891,34,199.42,7555.66,-1.72,9.59,Y,✓
1892,34,199.42,7505.57,2.82,8.31,Y,✓
1893,34,199.42,7569.65,8.85,8.70,Y,✓
1894,34,199.42,3071.63,13.33,8.94,Y,✓
1895,34,199.42,1493.84,18.70,9.94,Y,✓
1896,34,199.42,351.72,-18.19,10.26,Y,✓
1897,34,199.42,1571.46,-14.38,11.48,Y,✓
1898,34,199.42,3073.92,-7.70,10.90,Y,✓
1899,34,199.42,6015.25,-3.64,11.68,Y,✓
1900,34,199.42,6064.15,1.90,10.90,Y,✓
1901,34,199.42,2984.24,8.32,10.74,Y,✓
1902,34,199.42,1539.20,13.33,12.02,Y,✓
1903,34,199.42,243.47,18.32,11.15,Y,✓
1904,35,96.63,233.94,-18.23,0.86,Y,✓
1905,35,96.63,1542.96,-13.36,0.79,Y,✓
1906,35,96.63,3005.18,-6.66,0.95,Y,✓
1907,35,96.63,5932.69,-1.71,0.82,Y,✓
1908,35,96.63,6001.61,4.25,1.74,Y,✓
1909,35,96.63,3100.60,9.67,0.51,Y,✓
1910,35,96.63,1506.68,14.21,0.34,Y,✓
1911,35,96.63,312.59,19.58,1.43,Y,✓
1912,35,96.63,1444.17,-17.36,2.04,Y,✓
1913,35,96.63,3030.32,-13.52,2.20,Y,✓
1914,35,96.63,7564.78,-7.26,1.86,Y,✓
1915,35,96.63,7575.66,-1.55,1.84,Y,✓
1916,35,96.63,7481.88,3.75,2.33,Y,✓
1917,35,96.63,7454.59,7.69,2.59,Y,✓
1918,35,96.63,3115.61,14.64,0.77,Y,✓
1919,35,96.63,1542.48,18.62,2.51,Y,✓
1920,35,96.63,3101.68,-19.00,2.87,Y,✓
1921,35,96.63,7495.28,-13.97,3.44,Y,✓
1922,35,96.63,10099.98,-7.30,2.55,Y,✓
1923,35,96.63,9985.32,-1.75,3.16,Y,✓
1924,35,96.63,9979.13,1.85,3.13,Y,✓
1925,35,96.63,9924.59,7.15,3.24,Y,✓
1926,35,96.63,7546.06,12.66,2.74,Y,✓
1927,35,96.63,2929.30,18.37,3.77,Y,✓
1928,35,96.63,6129.71,-16.89,5.09,Y,✓
1929,35,96.63,7592.44,-11.70,5.82,Y,✓
1930,35,96.63,10077.46,-7.81,5.94,Y,✓
1931,35,96.63,12073.98,-1.49,4.41,Y,✓
1932,35,96.63,11983.22,3.50,4.76,Y,✓
1933,35,96.63,10104.88,8.48,5.53,Y,✓
1934,35,96.63,7489.39,13.72,4.51,Y,✓
1935,35,96.63,5923.60,20.06,5.11,Y,✓
1936,35,96.63,2963.81,-17.09,7.51,Y,✓
1937,35,96.63,7604.89,-13.90,8.48,Y,✓
1938,35,96.63,10059.04,-7.76,7.47,Y,✓
1939,35,96.63,9949.98,-1.84,7.18,Y,✓
1940,35,96.63,10048.25,3.83,7.32,Y,✓
1941,35,96.63,9985.81,7.80,8.57,Y,✓
1942,35,96.63,7574.55,14.24,8.87,Y,✓
1943,35,96.63,2980.01,19.54,7.34,Y,✓
1944,35,96.63,1480.12,-16.32,8.11,Y,✓
1945,35,96.63,3022.19,-11.41,8.40,Y,✓
1946,35,96.63,7585.34,-7.99,9.83,Y,✓
1947,35,96.63,7550.42,-1.24,9.17,Y,✓
1948,35,96.63,7535.76,3.68,8.67,Y,✓
1949,35,96.63,7611.16,8.49,9.73,Y,✓
1950,35,96.63,3075.87,13.20,8.62,Y,✓
1951,35,96.63,1484.28,18.74,8.96,Y,✓
1952,35,96.63,328.97,-19.09,11.86,Y,✓
1953,35,96.63,1609.90,-13.51,11.30,Y,✓
1954,35,96.63,3076.12,-9.04,11.84,Y,✓
1955,35,96.63,6031.06,-2.39,11.00,Y,✓
1956,35,96.63,6062.31,1.61,10.42,Y,✓
1957,35,96.63,3026.13,6.81,12.19,Y,✓
1958,35,96.63,1525.97,12.52,10.54,Y,✓
1959,35,96.63,234.09,18.55,10.76,Y,✓
1960,36,128.14,227.08,-18.10,0.68,G,✗
1961,36,128.14,1561.04,-12.01,0.07,G,✗
1962,36,128.14,2986.61,-8.14,-0.03,G,✗
1963,36,128.14,5968.07,-2.43,0.33,G,✗
1964,36,128.14,6022.38,3.14,0.94,G,✗
1965,36,128.14,3076.87,8.94,1.62,G,✗
1966,36,128.14,1491.51,14.55,0.85,G,✗
1967,36,128.14,346.83,18.11,0.44,G,✗
1968,36,128.14,1457.06,-17.29,1.26,G,✗
1969,36,128.14,3058.06,-13.54,1.84,G,✗
1970,36,128.14,7562.43,-8.37,1.98,G,✗
1971,36,128.14,7552.49,-2.74,1.51,G,✗
1972,36,128.14,7468.22,2.22,2.63,G,✗
1973,36,128.14,7465.80,8.81,2.13,G,✗
1974,36,128.14,3105.71,14.21,0.89,G,✗
1975,36,128.14,1568.35,18.95,1.50,G,✗
1976,36,128.14,3106.01,-18.66,2.50,G,✗
1977,36,128.14,7521.57,-12.24,3.50,G,✗
1978,36,128.14,10065.30,-8.53,3.54,G,✗
1979,36,128.14,9977.33,-2.21,3.25,G,✗
1980,36,128.14,9982.36,2.13,2.63,G,✗
1981,36,128.14,9934.31,8.64,3.40,G,✗
1982,36,128.14,7537.72,13.60,4.05,G,✗
1983,36,128.14,2930.63,18.10,3.42,G,✗
1984,36,128.14,6083.11,-16.84,5.71,G,✗
1985,36,128.14,7593.94,-13.50,5.50,G,✗
1986,36,128.14,10084.24,-7.07,5.13,G,✗
1987,36,128.14,12088.58,-1.27,6.18,G,✗
1988,36,128.14,12012.04,4.09,5.56,G,✗
1989,36,128.14,10131.19,9.44,5.44,G,✗
1990,36,128.14,7501.83,14.40,6.10,G,✗
1991,36,128.14,5941.77,18.43,4.44,G,✗
1992,36,128.14,2994.15,-18.40,9.00,G,✗
1993,36,128.14,7571.73,-12.46,7.67,G,✗
1994,36,128.14,10072.14,-6.71,8.46,G,✗
1995,36,128.14,9984.12,-1.90,7.60,G,✗
1996,36,128.14,10045.71,2.43,8.56,G,✗
1997,36,128.14,9982.60,9.29,7.60,G,✗
1998,36,128.14,7563.27,14.12,7.12,G,✗
1999,36,128.14,2964.19,18.89,8.13,G,✗
2000,36,128.14,1465.10,-17.37,8.47,G,✗
2001,36,128.14,3056.13,-11.52,8.54,G,✗
2002,36,128.14,7600.63,-7.29,8.86,G,✗
2003,36,128.14,7574.60,-1.45,9.78,G,✗
2004,36,128.14,7517.22,2.77,8.54,G,✗
2005,36,128.14,7573.84,8.95,9.67,G,✗
2006,36,128.14,3064.34,13.79,9.74,G,✗
2007,36,128.14,1497.28,17.69,8.27,G,✗
2008,36,128.14,352.76,-18.83,12.18,G,✗
2009,36,128.14,1589.30,-13.27,11.00,G,✗
2010,36,128.14,3100.80,-8.82,11.13,G,✗
2011,36,128.14,6010.57,-2.43,11.12,G,✗
2012,36,128.14,6037.03,2.34,11.41,G,✗
2013,36,128.14,3027.23,7.11,12.12,G,✗
2014,36,128.14,1532.29,13.43,10.83,G,✗
2015,36,128.14,210.87,17.33,10.65,G,✗
2016,37,97.56,241.75,-18.20,0.29,R,✓
2017,37,97.56,1540.53,-12.80,1.36,R,✓
2018,37,97.56,2986.19,-6.96,1.58,R,✓
2019,37,97.56,5929.42,-1.37,1.18,R,✓
2020,37,97.56,6024.18,4.39,1.08,R,✓
2021,37,97.56,3079.12,7.94,-0.09,R,✓
2022,37,97.56,1479.32,13.56,0.09,R,✓
2023,37,97.56,340.43,18.36,0.23,R,✓
2024,37,97.56,1464.72,-18.97,1.10,R,✓
2025,37,97.56,3062.16,-13.08,0.84,R,✓
2026,37,97.56,7571.24,-8.17,0.69,R,✓
2027,37,97.56,7593.73,-3.17,2.44,R,✓
2028,37,97.56,7480.17,3.93,1.80,R,✓
2029,37,97.56,7465.06,9.29,2.43,R,✓
2030,37,97.56,3126.72,14.75,1.78,R,✓
2031,37,97.56,1542.94,19.21,2.33,R,✓
2032,37,97.56,3105.91,-17.91,3.07,R,✓
2033,37,97.56,7518.32,-12.42,2.33,R,✓
2034,37,97.56,10099.68,-8.11,3.15,R,✓
2035,37,97.56,9985.03,-2.01,4.18,R,✓
2036,37,97.56,9956.36,2.72,2.68,R,✓
2037,37,97.56,9948.82,7.58,2.52,R,✓
2038,37,97.56,7541.00,12.46,3.72,R,✓
2039,37,97.56,2932.27,18.35,3.33,R,✓
2040,37,97.56,6090.83,-16.91,5.59,R,✓
2041,37,97.56,7580.96,-12.31,5.87,R,✓
2042,37,97.56,10089.13,-8.20,6.10,R,✓
2043,37,97.56,12116.88,-2.42,4.95,R,✓
2044,37,97.56,11973.35,3.49,4.70,R,✓
2045,37,97.56,10095.46,9.73,6.27,R,✓
2046,37,97.56,7490.75,14.10,6.27,R,✓
